,WAR,Age,Games,pitcher,start_ratio
2120,"[-0.1, 0.1, 0.1, -0.6, 2.5, -1.1, 1.4, 2.3, 2.5, 0.4, 0.0, 0.1, -0.1, 0.5, -0.5, 0.4, -0.1, -0.8]","['21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38']","[7.0, 37.0, 93.0, 86.0, 151.0, 103.0, 135.0, 144.0, 151.0, 67.0, 94.0, 113.0, 107.0, 125.0, 91.0, 138.0, 98.0, 80.0]",False,
2121,"[-0.1, 0.2, -0.6, -0.2]","['24', '25', '26', '27']","[3.0, 17.0, 6.0, 1.0]",True,0.7037037037037037
2122,"[0.4, 0.6, 0.3, -0.2, 2.6, 0.9, -0.2, -1.2, 0.0, 0.1]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33']","[24.0, 91.0, 7.0, 34.0, 100.0, 118.0, 57.0, 90.0, 39.0, 26.0]",False,
2123,"[-0.4, 0.0]","['28', '29']","[22.0, 18.0]",False,
2124,"[-0.1, -0.6, -0.4]","['23', '24', '25']","[53.0, 26.0, 21.0]",False,
2125,"[1.9, 1.0, 0.9, 2.3, 1.2000000000000002, 0.7000000000000001, -0.8]","['25', '26', '27', '28', '29', '30', '31']","[31.0, 28.0, 49.0, 33.0, 44.0, 18.0, 11.0]",True,0.3644859813084112
2126,"[-0.5, 1.5, 1.8, -1.2, 0.4, -0.2]","['23', '24', '25', '26', '27', '31']","[15.0, 105.0, 127.0, 107.0, 41.0, 10.0]",False,
2127,"[0.0, 0.0, 1.7, 1.5, -0.1, 0.2]","['22', '23', '24', '25', '26', '27']","[43.0, 45.0, 75.0, 129.0, 31.0, 21.0]",False,
2128,"[0.5, 1.3, 0.0, 0.8999999999999999, -0.7, 0.0, 0.6000000000000001, -1.6, 0.6]","['24', '25', '26', '27', '28', '29', '30', '31', '32']","[11.0, 33.0, 26.0, 32.0, 34.0, 31.0, 30.0, 22.0, 24.0]",True,0.7983539094650206
2129,[-0.1],['26'],[24.0],False,
2130,"[1.7999999999999998, 2.2, 2.7]","['23', '24', '25']","[35.0, 55.0, 61.0]",True,0.0
2131,[-0.5],['23'],[21.0],False,
2132,"[0.2, 0.1, -0.30000000000000004, 0.4, 0.30000000000000004, 0.1]","['24', '25', '26', '27', '28', '29']","[3.0, 2.0, 16.0, 11.0, 62.0, 8.0]",True,0.11764705882352941
2133,"[0.2, -1.0]","['25', '26']","[18.0, 54.0]",False,
2134,"[0.1, -0.4, -0.1]","['24', '26', '27']","[1.0, 28.0, 37.0]",True,0.045454545454545456
2135,[-0.1],['24'],[4.0],True,0.75
2136,"[-0.1, 0.0]","['28', '29']","[3.0, 1.0]",False,
2137,[0.0],['22'],[94.0],False,
2138,"[0.2, -0.1, -0.6, -0.5, 0.5]","['26', '27', '28', '29', '30']","[35.0, 59.0, 54.0, 12.0, 57.0]",True,0.0
2139,"[-0.3, 0.5, -0.1, -0.2, 0.09999999999999998, -0.1, 0.1, 0.1, 0.1]","['24', '25', '26', '27', '28', '29', '30', '31', '32']","[6.0, 36.0, 57.0, 33.0, 16.0, 46.0, 34.0, 58.0, 35.0]",False,
2140,"[-0.5, 0.2, 1.7, 0.2, 0.0, 0.3, 0.3]","['25', '26', '27', '28', '29', '30', '31']","[65.0, 11.0, 73.0, 25.0, 57.0, 39.0, 106.0]",False,
2141,"[0.0, 0.0, 1.5, 1.2, 0.0, 0.0, 1.0, -0.5]","['22', '23', '24', '25', '26', '27', '29', '30']","[1.0, 8.0, 74.0, 119.0, 103.0, 47.0, 94.0, 19.0]",False,
2142,"[-0.2, 0.3, -0.3, -0.1]","['27', '28', '29', '30']","[9.0, 10.0, 14.0, 2.0]",True,0.0
2143,"[-0.3, -0.1, 1.9, 4.6, 2.8, 3.2, 3.6, 2.3, 4.5, 1.6, 1.4]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[27.0, 29.0, 87.0, 156.0, 114.0, 109.0, 149.0, 115.0, 134.0, 134.0, 141.0]",False,
2144,"[-0.1, -0.10000000000000003, -0.3, 0.3, 1.9, 0.3]","['25', '26', '27', '28', '29', '30']","[5.0, 24.0, 16.0, 19.0, 63.0, 63.0]",True,0.0
2145,"[-0.3, -0.2]","['23', '24']","[3.0, 5.0]",True,0.375
2146,[-0.1],['25'],[41.0],False,
2147,"[0.2, 0.5, 0.2, -0.3, 0.0, 0.0]","['22', '23', '25', '26', '27', '28']","[4.0, 16.0, 46.0, 4.0, 11.0, 9.0]",True,0.011111111111111112
2148,"[0.0, -0.3, -0.4, -0.2, 0.4, -0.3]","['23', '24', '25', '26', '27', '28']","[73.0, 88.0, 105.0, 39.0, 28.0, 37.0]",False,
2149,[-0.3],['25'],[7.0],True,0.0
2150,[-0.1],['25'],[16.0],True,0.0
2151,"[-0.5, 0.4, 0.09999999999999998, -0.1]","['28', '31', '32', '33']","[18.0, 33.0, 54.0, 14.0]",False,
2152,"[0.1, 0.6, 0.4, -0.1, -0.8, -0.2, -0.4, -0.8]","['22', '23', '24', '25', '26', '27', '28', '29']","[17.0, 73.0, 114.0, 104.0, 45.0, 57.0, 18.0, 50.0]",False,
2153,"[0.4, 2.4, -1.0, 0.1, -0.4, 2.0, 1.2000000000000002, 0.7, -1.0, 1.0]","['25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","[12.0, 26.0, 21.0, 1.0, 25.0, 10.0, 30.0, 26.0, 32.0, 51.0]",True,0.6196581196581197
2154,"[1.6, -0.4, 0.9, 0.4, 2.4, -1.9, -0.9, 0.0]","['24', '25', '26', '27', '28', '29', '30', '32']","[24.0, 5.0, 14.0, 21.0, 33.0, 15.0, 25.0, 2.0]",True,0.8057553956834532
2155,[0.3],['24'],[95.0],False,
2156,"[-0.2, -0.5, -0.5]","['21', '22', '23']","[3.0, 31.0, 7.0]",True,0.4878048780487805
2157,[0.0],['23'],[3.0],True,0.0
2158,"[-0.1, -1.0, 1.2, -0.09999999999999998, -0.2, 0.0, 1.5, 1.5, -0.2, -1.0, -0.7]","['23', '25', '26', '27', '29', '31', '32', '33', '34', '35', '36']","[1.0, 16.0, 37.0, 23.0, 16.0, 12.0, 43.0, 71.0, 13.0, 9.0, 26.0]",True,0.003745318352059925
2159,"[-0.7, 0.0, 3.0, -1.0, 0.9, 0.20000000000000004, 1.2, -1.0]","['25', '27', '28', '29', '30', '31', '32', '33']","[17.0, 25.0, 50.0, 50.0, 62.0, 59.0, 65.0, 39.0]",True,0.09264305177111716
2160,"[0.1, -0.9, 0.0, -0.9, 0.0, -0.4, -2.0, 0.1, 1.7, -0.3, 0.8, 0.4, -1.0, -1.3, 0.3, -1.9000000000000001, -0.3]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39']","[11.0, 70.0, 40.0, 89.0, 2.0, 82.0, 96.0, 54.0, 113.0, 111.0, 97.0, 104.0, 54.0, 61.0, 57.0, 55.0, 7.0]",False,
2161,"[0.1, -0.3, -0.5, 0.7, -0.2, -0.4, -0.1]","['23', '24', '25', '26', '27', '28', '29']","[4.0, 10.0, 10.0, 55.0, 22.0, 10.0, 7.0]",False,
2162,"[1.2, 2.3, 3.2, 1.4, 2.4, 1.9, 2.4, 2.6, -0.2, -0.2]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","[60.0, 147.0, 107.0, 119.0, 94.0, 154.0, 160.0, 143.0, 91.0, 81.0]",False,
2163,"[-0.3, 0.6, 1.1]","['23', '24', '25']","[6.0, 4.0, 22.0]",True,0.53125
2164,"[0.0, 1.1, 1.9, 1.9, -0.4, 2.1, 0.1, 0.19999999999999998, 0.6, 1.0, 0.1]","['21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","[11.0, 40.0, 132.0, 141.0, 120.0, 152.0, 156.0, 135.0, 141.0, 153.0, 78.0]",False,
2165,"[-0.1, 0.9, 2.5, 1.7, 2.9, 3.5, 2.3, 5.3, 6.8, 6.2, -0.3, 2.2, 3.0, 3.0, 1.0, 0.0, 0.8, 0.7, 0.3, 1.1, -0.1, 0.0, -0.1]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '40', '42', '43', '44', '45', '46', '47', '48']","[16.0, 149.0, 160.0, 160.0, 149.0, 128.0, 152.0, 150.0, 157.0, 146.0, 35.0, 144.0, 112.0, 112.0, 120.0, 1.0, 25.0, 125.0, 103.0, 125.0, 108.0, 95.0, 55.0]",False,
2166,[0.3],['28'],[13.0],True,0.0
2167,"[0.2, 0.0, 0.2, -0.2]","['27', '28', '29', '30']","[9.0, 48.0, 4.0, 6.0]",False,
2168,"[-0.2, 0.0]","['26', '27']","[16.0, 2.0]",True,0.0
2169,"[3.4, 5.2, 0.4, 0.8, 2.1, 1.1, -0.8]","['24', '25', '26', '27', '28', '29', '30']","[121.0, 116.0, 143.0, 79.0, 94.0, 30.0, 133.0]",False,
2170,[-0.2],['23'],[11.0],False,
2171,"[0.0, 0.3, 1.0, 0.4]","['25', '26', '27', '28']","[11.0, 40.0, 52.0, 22.0]",True,0.0
2172,"[0.2, 0.0, 0.1, -0.4]","['25', '26', '27', '28']","[5.0, 8.0, 33.0, 65.0]",False,
2173,"[1.0999999999999999, 0.5, 0.5, -0.6000000000000001, 0.30000000000000004, 0.30000000000000004, 2.0, -1.0, 0.0]","['24', '25', '26', '27', '28', '29', '30', '31', '32']","[13.0, 11.0, 31.0, 33.0, 53.0, 52.0, 76.0, 46.0, 47.0]",True,0.2265193370165746
2174,"[-0.49999999999999994, 1.4]","['27', '28']","[18.0, 24.0]",True,0.0
2175,"[0.3, 3.1, 0.8, 3.5, 3.9, 0.4, 2.0, 0.9, -0.1, 1.2, 0.3, -0.9, 2.1, -0.1]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[51.0, 156.0, 152.0, 162.0, 162.0, 162.0, 162.0, 162.0, 119.0, 145.0, 160.0, 158.0, 130.0, 113.0]",False,
2176,"[0.0, -0.4, 1.2, 2.7, 1.9, 1.3, -0.5, -0.7, -0.8, 0.0]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","[4.0, 10.0, 58.0, 77.0, 75.0, 75.0, 63.0, 47.0, 33.0, 2.0]",True,0.006756756756756757
2177,"[-0.1, 0.0, 0.7, 2.0, 1.2, 3.4, -0.1, -0.8, 3.8, -0.2, 0.49999999999999994, -1.0]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33']","[3.0, 28.0, 57.0, 134.0, 106.0, 124.0, 14.0, 89.0, 138.0, 124.0, 132.0, 109.0]",False,
2178,"[2.9, 4.6]","['19', '20']","[116.0, 150.0]",False,
2179,"[1.6, -0.1, 1.2, 4.0, 2.2, 0.6, 0.0, 0.5, 3.5, 1.5, -0.2, -0.3, 3.6, 4.0, 0.9, -0.4]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37']","[72.0, 155.0, 87.0, 134.0, 146.0, 132.0, 150.0, 110.0, 122.0, 148.0, 77.0, 66.0, 132.0, 103.0, 119.0, 73.0]",False,
2180,"[-0.5, -0.4, 1.7, 0.2, 0.2, 0.4, -0.4, 1.7, -0.1, -0.9, 1.2, 1.3, 0.5, 1.2, 0.2, -1.0, -0.7]","['20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","[8.0, 1.0, 57.0, 51.0, 89.0, 60.0, 47.0, 51.0, 34.0, 29.0, 64.0, 77.0, 74.0, 58.0, 34.0, 52.0, 42.0]",True,0.13043478260869565
2181,"[0.8, 1.5, 0.1, -0.3, -0.3]","['23', '24', '25', '27', '30']","[46.0, 137.0, 32.0, 73.0, 6.0]",False,
2182,"[-0.1, 0.9, 2.5, 1.7, 2.9, 3.5, 2.3, 5.3, 6.8, 6.2, -0.3, 2.2, 3.0, 3.0, 1.0, 0.0, 0.8, 0.7, 0.3, 1.1, -0.1, 0.0, -0.1]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '40', '42', '43', '44', '45', '46', '47', '48']","[16.0, 149.0, 160.0, 160.0, 149.0, 128.0, 152.0, 150.0, 157.0, 146.0, 35.0, 144.0, 112.0, 112.0, 120.0, 1.0, 25.0, 125.0, 103.0, 125.0, 108.0, 95.0, 55.0]",False,
2183,"[0.1, 1.3, 0.7, 3.0, 3.6, 4.4, 1.0, 0.7, 0.1, -0.5000000000000001, -0.8, -0.2]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[116.0, 140.0, 88.0, 139.0, 157.0, 158.0, 122.0, 147.0, 82.0, 88.0, 93.0, 22.0]",False,
2184,"[0.2, 1.4, 0.3, 1.9, 0.2, 0.2]","['24', '25', '26', '27', '28', '29']","[12.0, 50.0, 45.0, 55.0, 48.0, 9.0]",True,0.0045662100456621
2185,"[-1.6, 1.1999999999999997, -0.6, -0.2, 1.6, 0.1, -0.2]","['24', '25', '26', '27', '29', '32', '33']","[30.0, 35.0, 22.0, 36.0, 38.0, 41.0, 7.0]",True,0.20095693779904306
2186,"[-0.1, -0.1, 3.4, 4.3, 1.7999999999999998, 4.8, 1.7000000000000002, 2.0, 2.5]","['20', '21', '22', '23', '24', '25', '26', '27', '28']","[5.0, 2.0, 30.0, 33.0, 33.0, 30.0, 32.0, 31.0, 33.0]",True,0.9868995633187773
2187,"[1.0, -0.2, 0.1, 1.4]","['19', '20', '21', '22']","[18.0, 5.0, 3.0, 37.0]",True,0.4444444444444444
2188,"[0.2, -0.4]","['25', '26']","[30.0, 49.0]",False,
2189,[0.1],['28'],[4.0],False,
2190,"[-0.5, 0.0, 1.7, 1.0, 0.7, 0.5, 0.3, -0.7, -0.8]","['23', '25', '26', '27', '28', '29', '30', '31', '32']","[6.0, 3.0, 37.0, 71.0, 71.0, 61.0, 53.0, 55.0, 31.0]",True,0.010309278350515464
2191,[-0.2],['22'],[13.0],True,0.0
2192,[-0.6],['25'],[79.0],False,
2193,"[1.2, -1.3, -0.6000000000000001, -0.1]","['23', '24', '25', '26']","[64.0, 108.0, 29.0, 22.0]",False,
2194,"[0.4, 3.9, 0.7, 1.4, 1.7999999999999998]","['26', '27', '28', '29', '30']","[72.0, 143.0, 106.0, 59.0, 77.0]",False,
2195,"[-0.2, 0.1, 0.4, -0.1, 2.2, 0.3]","['19', '20', '23', '24', '25', '26']","[9.0, 85.0, 90.0, 22.0, 146.0, 139.0]",False,
2196,"[0.4, -0.4]","['25', '26']","[57.0, 54.0]",True,0.0
2197,"[-0.3, 0.1]","['23', '25']","[63.0, 16.0]",False,
2198,"[0.4, -0.3, 0.2]","['25', '26', '27']","[11.0, 41.0, 8.0]",True,0.0
2199,"[0.1, 0.5, 1.3, 2.4, 0.2, -0.4]","['26', '27', '28', '29', '30', '31']","[39.0, 129.0, 90.0, 108.0, 141.0, 52.0]",False,
2200,"[-0.6, 0.4, 2.4, 2.4, 1.5, -0.1, 3.8, 0.3]","['23', '25', '26', '27', '28', '29', '30', '32']","[5.0, 4.0, 53.0, 65.0, 53.0, 17.0, 22.0, 5.0]",True,0.14285714285714285
2201,[0.2],['23'],[4.0],True,1.0
2202,"[-0.9, 0.0, 0.6, -0.3, 0.3, -0.1, -1.0, 0.0, -0.3]","['21', '23', '24', '25', '27', '28', '29', '30', '31']","[7.0, 2.0, 26.0, 12.0, 23.0, 9.0, 14.0, 1.0, 2.0]",True,0.5
2203,"[-0.3, -1.4000000000000001, 0.4, 0.6, 0.2, -0.5, -1.2999999999999998]","['23', '24', '25', '26', '27', '28', '29']","[5.0, 27.0, 73.0, 62.0, 68.0, 50.0, 21.0]",True,0.06209150326797386
2204,"[-1.0, -0.1, -0.3, 0.3, -0.1]","['22', '23', '24', '25', '26']","[25.0, 5.0, 8.0, 33.0, 1.0]",False,
2205,"[0.0, -0.1, -0.1]","['23', '24', '25']","[1.0, 8.0, 5.0]",False,
2206,"[0.1, 0.0, -0.6, -0.1]","['26', '27', '28', '31']","[27.0, 23.0, 16.0, 11.0]",True,0.14285714285714285
2207,"[2.3, 0.9, 0.2, 4.3, 0.5, 3.4, -1.4, -0.19999999999999998]","['23', '24', '25', '26', '27', '28', '29', '30']","[36.0, 42.0, 34.0, 34.0, 34.0, 32.0, 28.0, 18.0]",True,0.7131782945736435
2208,"[0.1, 0.7, 0.2, 2.2, 0.5, -1.0, 0.0]","['23', '25', '26', '28', '29', '30', '31']","[15.0, 40.0, 67.0, 124.0, 75.0, 20.0, 100.0]",False,
2209,"[-0.2, -0.2, -0.3, 1.0, -0.1, 1.0, 0.1]","['24', '26', '27', '29', '30', '31', '32']","[25.0, 19.0, 1.0, 62.0, 46.0, 44.0, 19.0]",True,0.1527777777777778
2210,"[-0.4, 1.1, 1.2, 4.3, 2.9, 4.2, 3.5, 4.7, -1.1, 1.2, 1.3, 3.4, 0.4, 0.2]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[40.0, 74.0, 141.0, 157.0, 157.0, 163.0, 135.0, 81.0, 69.0, 134.0, 152.0, 135.0, 49.0, 58.0]",False,
2211,"[0.2, -0.2, -0.7]","['23', '24', '25']","[12.0, 18.0, 20.0]",True,0.66
2212,"[-0.1, 0.2, 0.5, 2.3, 0.4, -0.4, 0.09999999999999998, 0.2, -0.8]","['25', '26', '29', '30', '31', '32', '33', '34', '35']","[7.0, 45.0, 46.0, 91.0, 128.0, 81.0, 57.0, 9.0, 19.0]",False,
2213,"[0.1, 0.4]","['25', '26']","[6.0, 34.0]",True,0.0
2214,"[-0.4, 1.0, -0.3, 1.1, -0.3, 0.9, -0.5, 3.0, 2.0, 0.3]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[100.0, 123.0, 132.0, 131.0, 80.0, 132.0, 126.0, 158.0, 147.0, 121.0]",False,
2215,"[-0.9, -0.1, 1.6, 0.9, 0.6, 0.8, 1.0, 1.6, 1.2, 1.3, -0.3, -0.2]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[19.0, 19.0, 47.0, 54.0, 63.0, 72.0, 62.0, 65.0, 58.0, 51.0, 62.0, 41.0]",True,0.0
2216,"[-0.1, -0.1, -0.2]","['24', '26', '28']","[8.0, 12.0, 11.0]",True,0.0
2217,"[0.2, -0.6000000000000001, 0.2, 0.2, 0.5, 4.1, 3.8, 5.0, 5.6, 4.9, 4.1]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","[12.0, 9.0, 117.0, 94.0, 86.0, 109.0, 126.0, 151.0, 130.0, 103.0, 135.0]",False,
2218,"[-0.6, 0.8, 4.0, 1.6, 5.5, 2.4, 2.8, 3.1, 4.2, 1.7, 6.0, 3.8, -0.9]","['19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","[43.0, 108.0, 138.0, 133.0, 159.0, 150.0, 149.0, 154.0, 150.0, 153.0, 152.0, 145.0, 63.0]",False,
2219,"[-0.2, 4.0, 4.1000000000000005, 1.7, 5.4, 4.300000000000001, 8.5, 8.0, 4.4, 1.0, 2.4, 7.4, 6.3999999999999995, 6.8, 7.300000000000001]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","[2.0, 30.0, 32.0, 33.0, 35.0, 33.0, 34.0, 33.0, 34.0, 32.0, 20.0, 34.0, 33.0, 34.0, 34.0]",True,1.0
2220,"[-0.1, 0.2]","['22', '23']","[3.0, 8.0]",True,0.6363636363636364
2221,"[-0.1, -0.4, 0.4, -1.1, -0.1]","['23', '24', '25', '26', '27']","[34.0, 31.0, 50.0, 47.0, 9.0]",False,
2222,"[0.0, 1.7, -0.1, -0.30000000000000004, 0.0, 0.8, 0.5, -0.8, -0.8]","['22', '23', '24', '25', '26', '28', '29', '30', '31']","[2.0, 48.0, 15.0, 28.0, 14.0, 53.0, 72.0, 70.0, 20.0]",True,0.14906832298136646
2223,"[0.0, 0.4, -0.1, -0.2]","['24', '25', '26', '27']","[9.0, 11.0, 3.0, 6.0]",True,0.0
2224,"[-0.9, 0.6, -0.3, 0.5, -0.1]","['25', '26', '27', '30', '32']","[8.0, 57.0, 16.0, 15.0, 11.0]",True,0.018691588785046728
2225,"[0.09999999999999998, 0.1]","['24', '25']","[43.0, 6.0]",True,0.0
2226,"[-0.3, 0.0, -0.6, -1.5, 0.5, -0.8, 0.1, 1.0999999999999999, -0.19999999999999996, -1.5]","['19', '20', '21', '22', '23', '24', '25', '26', '27', '28']","[13.0, 1.0, 15.0, 113.0, 96.0, 16.0, 20.0, 53.0, 76.0, 85.0]",False,
2227,"[1.0, -0.1, 0.09999999999999998, 3.4, 1.3, 0.4, -0.8]","['28', '29', '30', '31', '32', '33', '34']","[114.0, 87.0, 70.0, 104.0, 96.0, 132.0, 27.0]",False,
2228,"[1.3, 1.1, 1.2, 0.1]","['32', '33', '34', '35']","[63.0, 69.0, 61.0, 35.0]",True,0.0
2229,"[-0.4, 0.19999999999999996, 0.0, -0.1]","['28', '29', '30', '31']","[28.0, 27.0, 31.0, 19.0]",True,0.9714285714285714
2230,"[1.0, -0.1, 0.09999999999999998, 3.4, 1.3, 0.4, -0.8]","['28', '29', '30', '31', '32', '33', '34']","[114.0, 87.0, 70.0, 104.0, 96.0, 132.0, 27.0]",False,
2231,[-0.1],['24'],[7.0],False,
2232,"[0.0, 0.7]","['36', '39']","[40.0, 60.0]",True,0.0
2233,"[-0.7000000000000001, 0.8, 4.5, 3.0, 3.7, 1.7, 3.5, 3.5, -0.2, 0.8, 0.1]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '35']","[27.0, 54.0, 67.0, 72.0, 72.0, 65.0, 72.0, 72.0, 43.0, 44.0, 31.0]",True,0.012924071082390954
2234,"[0.0, 0.0, 0.5, 0.4, 1.6, -0.9]","['24', '25', '26', '27', '28', '29']","[5.0, 1.0, 28.0, 127.0, 113.0, 51.0]",False,
2235,"[-0.4, 0.3]","['26', '27']","[18.0, 17.0]",True,0.0
2236,"[-0.6, 1.8, 1.9, 1.1, 1.2, 0.4, 0.1, -0.4, 0.5, -0.1]","['29', '30', '31', '32', '33', '34', '35', '36', '37', '38']","[27.0, 94.0, 138.0, 96.0, 109.0, 108.0, 113.0, 104.0, 128.0, 62.0]",False,
2237,[0.0],['25'],[6.0],False,
2238,"[0.6, 0.2, -0.4, -1.3, 0.5, -0.3, -0.6, 1.0, -0.4, -0.1]","['27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","[48.0, 49.0, 39.0, 66.0, 46.0, 56.0, 55.0, 80.0, 11.0, 6.0]",False,
2239,"[0.7, 0.7, 0.3, -0.1]","['25', '26', '27', '28']","[54.0, 52.0, 104.0, 63.0]",False,
2240,"[-0.4, 0.0, -0.1, -0.1]","['24', '25', '26', '29']","[16.0, 16.0, 4.0, 15.0]",False,
2241,"[0.1, 0.2, 0.0, 0.0, -0.3, 0.0]","['24', '25', '26', '27', '28', '29']","[2.0, 20.0, 21.0, 23.0, 36.0, 9.0]",False,
2242,"[-0.4, 0.5, 1.3, 3.4, 1.1, 0.2, 0.7, 1.5, 0.0]","['25', '26', '27', '28', '29', '30', '31', '32', '33']","[9.0, 41.0, 59.0, 112.0, 89.0, 63.0, 87.0, 76.0, 36.0]",False,
2243,"[0.2, 0.0, -0.6, 0.1, 1.6, 1.2, -0.2, 0.3, 0.1, -0.4, 0.6, 0.0, -0.30000000000000004, -0.8]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37']","[47.0, 77.0, 14.0, 30.0, 92.0, 88.0, 76.0, 63.0, 34.0, 67.0, 20.0, 59.0, 41.0, 26.0]",False,
2244,"[2.0, -0.5, 0.6, 0.8, 0.1, 0.1]","['27', '28', '29', '30', '31', '32']","[83.0, 33.0, 50.0, 43.0, 3.0, 45.0]",True,0.0
2245,"[0.7, 1.7, 0.3, 0.8, 2.9, 0.8, 3.3, 4.3, 1.5, 3.1999999999999997, 5.0, 0.1]","['21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '33']","[27.0, 22.0, 33.0, 43.0, 59.0, 76.0, 41.0, 33.0, 16.0, 30.0, 30.0, 1.0]",True,0.49148418491484186
2246,[0.4],['24'],[20.0],False,
2247,"[-0.2, 2.6, -0.1, 2.9, 1.5, 2.0, 0.3, 1.7, -0.4]","['21', '22', '23', '24', '25', '26', '27', '28', '29']","[2.0, 76.0, 59.0, 70.0, 72.0, 72.0, 64.0, 48.0, 57.0]",True,0.0
2248,"[-0.4, -0.6, 4.9, -0.2, 2.3, 3.6, 0.5, 3.8, 3.2, 7.6, 4.1, 2.7, 1.2, 1.5, -0.8]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38']","[63.0, 30.0, 161.0, 153.0, 152.0, 135.0, 143.0, 111.0, 143.0, 146.0, 137.0, 131.0, 78.0, 59.0, 118.0]",False,
2249,"[2.0, 1.7, -0.3, 2.0, -0.1, 2.5]","['23', '24', '25', '26', '27', '28']","[44.0, 69.0, 69.0, 63.0, 55.0, 53.0]",True,0.0
2250,"[0.9, 0.6, 3.1, 4.6, 4.2, 2.6, 2.5, 3.9, 2.8, 0.6, 2.5, 0.5, 2.1, 2.2, 1.4, -1.2999999999999998, 0.6, 0.6000000000000001, 0.3]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41']","[25.0, 88.0, 132.0, 148.0, 154.0, 158.0, 95.0, 146.0, 101.0, 127.0, 118.0, 120.0, 127.0, 139.0, 122.0, 94.0, 106.0, 67.0, 30.0]",False,
2251,"[-0.2, 0.4, -0.2, -0.3]","['23', '25', '26', '27']","[4.0, 135.0, 120.0, 12.0]",False,
2252,"[-0.1, 0.19999999999999998, -0.49999999999999994, 2.0, 4.8999999999999995, 2.8, 2.9, 0.5999999999999999, 6.6, 2.6, 1.7, 1.0999999999999999, -0.9, -0.6]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[4.0, 33.0, 17.0, 30.0, 33.0, 28.0, 23.0, 30.0, 35.0, 31.0, 19.0, 26.0, 18.0, 5.0]",True,0.9487951807228916
2253,"[0.0, -0.5, -0.1, -0.4, -0.3, -0.1]","['30', '31', '32', '33', '34', '35']","[1.0, 88.0, 5.0, 24.0, 35.0, 8.0]",False,
2254,"[-1.2, 0.1, 0.0, 0.4]","['25', '26', '27', '28']","[62.0, 44.0, 32.0, 27.0]",False,
2255,"[0.1, 1.1, 3.4, 1.9, -1.0]","['23', '24', '25', '26', '27']","[5.0, 21.0, 31.0, 19.0, 7.0]",True,0.9397590361445783
2256,"[-0.1, 0.2]","['23', '24']","[7.0, 1.0]",True,0.25
2257,"[0.1, 0.1, -0.5, 4.3, 1.7, 2.1, 2.9, -0.8999999999999999, 2.7, 0.9, 0.0, 0.8, -1.0]","['23', '24', '25', '26', '27', '29', '30', '31', '32', '33', '34', '35', '36']","[57.0, 43.0, 27.0, 152.0, 51.0, 134.0, 156.0, 98.0, 158.0, 154.0, 150.0, 130.0, 53.0]",False,
2258,"[1.5, 0.9, 1.9, 2.6, 1.2, 1.4, 2.8, 3.1, 0.7, 0.0]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","[25.0, 51.0, 65.0, 75.0, 68.0, 54.0, 71.0, 65.0, 69.0, 62.0]",True,0.0
2259,"[0.0, -0.1]","['21', '26']","[2.0, 24.0]",False,
