Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name
200,Juan Soto\sotoju01,19.207,May 20,,*7/H,WSN,7.4,6-1,220,L,L,Oct 25 1998,Santo Domingo Distrito Nacional DO,Signed by the Washington Nationals as an amateur free agent in 2015.,,,Juan Jose
201,Jeffrey Springs\sprinje01,25.314,Jul 31,,1,TEX,0.5,6-3,218,L,L,Sep 20 1992,Belmont NC US,Drafted by the Texas Rangers in the 30th round of the 2015 amateur draft. Player signed June 11 2015.,Appalachian State University (Boone NC),South Point HS (Belmont NC),Jeffrey Scott
202,Christin Stewart\stewach02,24.273,Sep 9,,7/DH,DET,-0.3,6-0,220,L,R,Dec 10 1993,Atlanta GA US,Drafted by the Detroit Tigers in the 1st round (34th pick) of the 2015 amateur draft. Player signed June 18 2015.,University of Tennessee (Knoxville TN),Providence Christian Academy (Lilburn GA),Christin Gaylin Harris
203,DJ Stewart\stewadj01,24.286,Sep 12,,/7H9D,BAL,0.1,6-0,230,L,R,Nov 30 1993,Gainesville FL US,Drafted by the Baltimore Orioles in the 1st round (25th pick) of the 2015 amateur draft. Player signed June 27 2015.,Florida State University (Tallahassee FL),The Bolles School (Jacksonville FL),Demetrius Jerome
204,Kohl Stewart\stewako01,23.309,Aug 12,,/1,MIN,0.4,6-3,195,R,R,Oct 7 1994,Houston TX US,Drafted by the Minnesota Twins in the 1st round (4th pick) of the 2013 amateur draft. Player signed June 19 2013.,,St. Pius X HS (Houston TX),Kohl Robert
205,Robert Stock\stockro01,28.215,Jun 24,,1,SDP,-0.2,6-1,214,L,R,Nov 21 1989,Bellevue WA US,Drafted by the St. Louis Cardinals in the 2nd round of the 2009 amateur draft. Player signed June 15 2009.,University of Southern California (Los Angeles CA),,Robert Anthony
206,Eric Stout\stouter01,25.029,Apr 25,May 27 2018,/1,KCR,-0.4,6-3,205,L,L,Mar 27 1993,Glen Ellyn IL US,Drafted by the Kansas City Royals in the 13th round of the 2014 amateur draft. Player signed June 9 2014.,Butler University (Indianapolis IN),St. Francis HS (Wheaton IL),Eric Joseph
207,Myles Straw\strawmy01,23.333,Sep 15,,/9H87,HOU,1.2,5-10,180,R,R,Oct 17 1994,Garden Grove CA US,Drafted by the Houston Astros in the 12th round of the 2015 amateur draft. Player signed June 11 2015.,St. Johns River Community College (Palatka FL),,Myles James Noble
208,Andrew Suarez\suarean01,25.212,Apr 11,,1,SFG,-0.1,6-0,202,L,L,Sep 11 1992,Miami FL US,Drafted by the San Francisco Giants in the 2nd round of the 2015 amateur draft. Player signed July 5 2015.,University of Miami (Coral Gables FL),Christopher Columbus HS (Miami FL),Andrew Jose
209,Ranger Suarez\suarera01,22.334,Jul 26,,/1,PHI,0.7,6-1,217,L,L,Aug 26 1995,Piedecuesta Santander VE,Signed by the Philadelphia Phillies as an amateur free agent in 2012.,,,Ranger Jose
210,Wander Suero\suerowa01,26.228,May 1,,1,WSN,1.4,6-4,211,R,R,Sep 15 1991,Sabana Larga DO,Signed by the Washington Nationals as an amateur free agent in 2010.,,,Wander
211,Stephen Tarpley\tarplst01,25.197,Sep 2,,1,NYY,-0.3,6-1,235,R,L,Feb 17 1993,Los Angeles CA US,Drafted by the Baltimore Orioles in the 3rd round of the 2013 amateur draft. Player signed June 22 2013.,Scottsdale Community College (Scottsdale AZ) University of Southern California (Los Angeles CA),Gilbert HS (Gilbert AZ),Stephen Nicholas
212,Beau Taylor\taylobe11,28.200,Sep 1,,/2HD,OAK,0.0,5-11,205,L,R,Feb 13 1990,Rockledge FL US,Drafted by the Oakland Athletics in the 5th round of the 2011 amateur draft. Player signed June 10 2011.,University of Central Florida (Orlando FL),Rockledge HS (Rockledge FL),Beau Ritchie
213,Rowdy Tellez\tellero01,23.173,Sep 5,,3/HD,TOR,0.3,6-4,255,L,L,Mar 16 1995,Sacramento CA US,Drafted by the Toronto Blue Jays in the 30th round of the 2013 amateur draft. Player signed July 12 2013.,,Elk Grove HS (Elk Grove CA),Ryan John
214,Carlos Tocci\toccica01,22.220,Mar 31,Sep 29 2018,8H9/7D1,TEX,-1.5,6-2,160,R,R,Aug 23 1995,Maracay Aragua VE,Signed by the Philadelphia Phillies as an amateur free agent in 2011.,,,Carlos Daniel
215,Gleyber Torres\torregl01,21.130,Apr 22,,*46/H,NYY,6.7,6-1,200,R,R,Dec 13 1996,Caracas Distrito Federal VE,Signed by the Chicago Cubs as an amateur free agent in 2013.,,,Gleyber David
216,Touki Toussaint\toussto01,22.054,Aug 13,,/1H,ATL,-0.3,6-3,215,R,R,Jun 20 1996,Pembroke Pines FL US,Drafted by the Arizona Diamondbacks in the 1st round (16th pick) of the 2014 amateur draft. Player signed June 20 2014.,,Coral Springs Christian Academy (Coral Springs FL),Dany Gilbert Kiti
217,Blake Trahan\trahabl01,24.363,Sep 3,Sep 30 2018,/645H,CIN,0.0,5-9,180,R,R,Sep 5 1993,Lake Charles LA US,Drafted by the Cincinnati Reds in the 3rd round of the 2015 amateur draft. Player signed June 12 2015.,University of Louisiana at Lafayette (Lafayette LA),,Blake Matthew
218,Jose Trevino\trevijo01,25.199,Jun 15,,/2H,TEX,0.0,5-11,211,R,R,Nov 28 1992,Corpus Christi TX US,Drafted by the Texas Rangers in the 6th round of the 2014 amateur draft. Player signed June 9 2014.,Oral Roberts University (Tulsa OK),,Jose
219,Lou Trivino\trivilo01,26.198,Apr 17,,1,OAK,0.7,6-5,240,R,R,Oct 1 1991,Green Lane PA US,Drafted by the Oakland Athletics in the 11th round of the 2013 amateur draft. Player signed June 11 2013.,Slippery Rock University of Pennsylvania (Slippery Rock PA),,Lou Albert
220,Kyle Tucker\tuckeky01,21.171,Jul 7,,7/H98,HOU,0.0,6-4,190,L,R,Jan 17 1997,Tampa FL US,Drafted by the Houston Astros in the 1st round (5th pick) of the 2015 amateur draft. Player signed June 15 2015.,,H. B. Plant HS (Tampa FL),Kyle Daniel
221,Spencer Turnbull\turnbsp01,25.361,Sep 14,,/1,DET,2.2,6-3,215,R,R,Sep 18 1992,Demopolis AL US,Drafted by the Detroit Tigers in the 2nd round of the 2014 amateur draft. Player signed June 13 2014.,University of Alabama (Tuscaloosa AL),Madison Central HS (Madison MS),Spencer Ketcham
222,Duane Underwood Jr.\underdu01,23.340,Jun 25,,/1,CHC,0.1,6-2,210,R,R,Jul 20 1994,Raleigh NC US,Drafted by the Chicago Cubs in the 2nd round of the 2012 amateur draft. Player signed July 12 2012.,,Pope HS (Marietta GA),Duane Lee
223,Luis Urias\uriaslu01,21.086,Aug 28,,4,SDP,1.1,5-9,186,R,R,Jun 3 1997,Magdalena de Kino Sonora MX,Signed by the San Diego Padres as an amateur free agent in 2013.,,,Luis Fernando
224,Framber Valdez\valdefr01,24.275,Aug 21,,/1,HOU,0.4,5-11,239,L,L,Nov 19 1993,Palenque San Cristobal DO,Signed by the Houston Astros as an amateur free agent in 2015.,,,Framber
225,Jesmuel Valentin\valenje01,23.352,Apr 29,Jul 27 2018,H5/46791,PHI,-0.8,5-9,180,B,R,May 12 1994,Manati PR,Drafted by the Los Angeles Dodgers in the 1st round (51st pick) of the 2012 amateur draft. Player signed June 9 2012.,,Puerto Rico Baseball Academy (Gurabo Puerto Rico),Jesmuel Jose
226,Andrew Vasquez\vasquan02,24.352,Sep 1,,/1,MIN,-0.1,6-6,245,L,L,Sep 14 1993,Rancho Cucamonga CA US,Drafted by the Minnesota Twins in the 32nd round of the 2015 amateur draft. Player signed June 18 2015.,University of California Santa Barbara (Santa Barbara CA) Westmont College (Santa Barbara CA),Los Osos HS (Rancho Cucamonga CA),Andrew Jude
227,Jerry Vasto\vastoje01,26.118,Jun 10,Sep 16 2018,/1,COL,-0.2,6-2,195,L,L,Feb 12 1992,Atlantic Highlands NJ US,Drafted by the Colorado Rockies in the 24th round of the 2014 amateur draft. Player signed June 10 2014.,Felician University (Lodi NJ),,Gerard Joseph
228,Andrew Velazquez\velazan01,24.050,Sep 2,,/5H486D79,TBR,0.1,5-8,170,B,R,Jul 14 1994,Bronx NY US,Drafted by the Arizona Diamondbacks in the 7th round of the 2012 amateur draft. Player signed June 10 2012.,,Fordham Prep HS (New York NY),Andrew
229,Engelb Vielma\vielmen01,23.295,Apr 13,May 6 2018,/46,BAL,0.0,5-11,155,B,R,Jun 22 1994,Maracaibo Zulia VE,Signed by the Minnesota Twins as an amateur free agent in 2011.,,,Engelb Stalin
230,Meibrys Viloria\vilorme01,21.199,Sep 2,,2,KCR,-0.2,5-11,220,L,R,Feb 15 1997,Cartagena Bolivar CO,Signed by the Kansas City Royals as an amateur free agent in 2013.,,,Meibrys John
231,Austin Voth\vothau01,26.018,Jul 14,,/1,WSN,1.1,6-2,201,R,R,Jun 26 1992,Redmond WA US,Drafted by the Washington Nationals in the 5th round of the 2013 amateur draft. Player signed June 14 2013.,University of Washington (Seattle WA),Kentwood HS (Covington WA),Austin Lee
232,Marcus Walden\waldema01,29.200,Apr 1,,/1,BOS,1.3,6-0,195,R,R,Sep 13 1988,Fresno CA US,Drafted by the Toronto Blue Jays in the 9th round of the 2007 amateur draft. Player signed June 12 2007.,Fresno City College (Fresno CA),Central HS (Fresno CA),Marcus Walter
233,Mitch Walding\waldimi01,25.262,May 30,,/H5,PHI,-0.3,6-3,190,L,R,Sep 10 1992,Lodi CA US,Drafted by the Philadelphia Phillies in the 5th round of the 2011 amateur draft. Player signed August 15 2011.,,St. Mary's HS (Stockton CA),Mitchell S.
234,Taylor Ward\wardta01,24.243,Aug 14,,5,LAA,-0.8,6-1,200,R,R,Dec 14 1993,Dayton OH US,Drafted by the Los Angeles Angels of Anaheim in the 1st round (26th pick) of the 2015 amateur draft. Player signed June 12 2015.,California State University Fresno (Fresno CA),Shadow Hills HS (Indio CA),Joseph Taylor
235,Zack Weiss\weissza01,25.300,Apr 12,Apr 12 2018,/1,CIN,0.0,6-3,210,R,R,Jun 16 1992,Irvine CA US,Drafted by the Cincinnati Reds in the 6th round of the 2013 amateur draft. Player signed July 10 2013.,University of California Los Angeles (Los Angeles CA),Northwood HS (Irvine CA),Zachary D.
236,Rowan Wick\wickro01,25.295,Aug 31,,1,SDP,0.5,6-3,235,L,R,Nov 9 1992,North Vancouver BC CA,Drafted by the St. Louis Cardinals in the 9th round of the 2012 amateur draft. Player signed June 9 2012.,Cypress College (Cypress CA),Carson Graham HS (North Vancouver BC),Rowan D.
237,Brad Wieck\wieckbr01,26.335,Sep 14,,/1,SDP,-0.2,6-8,257,L,L,Oct 14 1991,Amarillo TX US,Drafted by the New York Mets in the 7th round of the 2014 amateur draft. Player signed June 12 2014.,Frank Phillips College (Borger TX) Oklahoma City University (Oklahoma City OK),San Jacinto Christian Academy (Amarillo TX),Bradley Michael
238,Stevie Wilkerson\wilkest01,26.160,Jun 20,,/45H6,BAL,-1.0,6-1,195,B,R,Jan 11 1992,Roswell GA US,Drafted by the Baltimore Orioles in the 8th round of the 2014 amateur draft. Player signed June 11 2014.,Clemson University (Clemson SC),Pope HS (Marietta GA),Stephen Beaty
239,Austen Williams\williau01,25.257,Sep 2,,1,WSN,-0.3,6-3,220,R,R,Dec 19 1992,Fort Worth TX US,Drafted by the Washington Nationals in the 6th round of the 2014 amateur draft. Player signed June 16 2014.,Texas State University (San Marcos TX),,Austen Thomas
240,Justin Williams\williju02,22.335,Jul 21,Jul 21 2018,/H9,TBR,-0.1,6-2,235,L,R,Aug 20 1995,Houma LA US,Drafted by the Arizona Diamondbacks in the 2nd round of the 2013 amateur draft. Player signed June 16 2013.,,Terrebonne HS (Houma LA),Justin Paul
241,Bryse Wilson\wilsobr02,20.243,Aug 20,,/1,ATL,-0.5,6-1,225,R,R,Dec 20 1997,Durham NC US,Drafted by the Atlanta Braves in the 4th round of the 2016 amateur draft. Player signed June 16 2016.,,Orange HS (Hillsborough NC),Bryse Everett
242,Trey Wingenter\wingetr01,24.114,Aug 7,,1,SDP,-0.3,6-7,237,R,R,Apr 15 1994,Huntsville AL US,Drafted by the San Diego Padres in the 17th round of the 2015 amateur draft. Player signed June 13 2015.,Auburn University (Auburn AL),Bob Jones HS (Madison AL),Anthony James
243,Patrick Wisdom\wisdopa01,26.350,Aug 12,,H5/3,STL,0.2,6-2,220,R,R,Aug 27 1991,Murrieta CA US,Drafted by the St. Louis Cardinals in the 1st round (52nd pick) of the 2012 amateur draft. Player signed June 11 2012.,Saint Mary's College of California (Moraga CA),Murrieta Valley HS (Murrieta CA),Patrick Ian-Cashel
244,Kyle Wright\wrighky01,22.337,Sep 4,,/1,ATL,-0.6,6-4,215,R,R,Oct 2 1995,Huntsville AL US,Drafted by the Atlanta Braves in the 1st round (5th pick) of the 2017 amateur draft. Player signed June 16 2017.,Vanderbilt University (Nashville TN),Buckhorn HS (New Market AL),Kyle Hardy
245,Austin Wynns\wynnsau01,27.177,Jun 5,,2/HD,BAL,0.7,6-2,205,R,R,Dec 10 1990,San Diego CA US,Drafted by the Baltimore Orioles in the 10th round of the 2013 amateur draft. Player signed June 18 2013.,California State University Fresno (Fresno CA),Poway HS (Poway CA),Robert Austin
246,Ryan Yarbrough\yarbrry01,26.090,Mar 31,,1,TBR,2.4,6-5,210,R,L,Dec 31 1991,Lakeland FL US,Drafted by the Seattle Mariners in the 4th round of the 2014 amateur draft. Player signed June 12 2014.,Old Dominion University (Norfolk VA),All Saints Academy (Winter Haven FL),Ryan Christian
247,Daniel Zamora\zamorda01,25.124,Aug 17,,1,NYM,0.3,6-3,195,L,L,Apr 15 1993,Loma Linda CA US,Drafted by the Pittsburgh Pirates in the 40th round of the 2015 amateur draft. Player signed June 29 2015.,State University of New York at Stony Brook (Stony Brook NY),Bishop Amat Memorial HS (La Puente CA),Daniel James
