Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name
199,Adrian Sanchez\sanchad01,26.318,Jun 30,,H4/65,WSN,0.2,6-0,216,R,R,Aug 16 1990,Maracaibo Zulia VE,Signed by the Washington Nationals as an amateur free agent in 2007.,,,Adrian Arturo
200,Angel Sanchez\sanchan03,27.269,Aug 24,Oct 1 2017,/1,PIT,-0.4,6-1,190,R,R,Nov 28 1989,Tenares Hermanas Mirabal DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2010.,Santo Domingo University (Santo Domingo Dominican Republic),,Angel Luis
201,Edgar Santana\santaed01,25.237,Jun 10,Sep 21 2018,1,PIT,1.3,6-2,190,R,R,Oct 16 1991,Puerto Plata Puerto Plata DO,Signed by the Pittsburgh Pirates as an amateur free agent in 2013.,,,Edgar
202,Anthony Santander\santaan02,22.303,Aug 18,,/97H,BAL,0.8,6-2,225,B,R,Oct 19 1994,Margarita Nueva Esparta VE,Signed by the Cleveland Indians as an amateur free agent in 2011.,,,Anthony Roger
203,Luis Santos\santolu01,26.203,Sep 2,Aug 18 2018,1,TOR,0.2,6-0,225,R,R,Feb 11 1991,Bonao Monsenor Nouel DO,Signed by the Pittsburgh Pirates as an amateur free agent in 2011.,,,Luis Gustavo
204,Tanner Scott\scottta01,23.060,Sep 20,,/1,BAL,0.0,6-2,220,R,L,Jul 22 1994,Warren OH US,Drafted by the Baltimore Orioles in the 6th round of the 2014 amateur draft. Player signed June 21 2014.,Howard College (Big Spring TX) Notre Dame College (South Euclid OH),,Tanner Alexander
205,Troy Scribner\scribtr01,26.027,Jul 29,May 12 2018,1,LAA,-0.1,6-3,190,L,R,Jul 2 1991,Washington Depot CT US,Signed by the Houston Astros as an amateur free agent in 2013.,Sacred Heart University (Fairfield CT),Shepaug Valley HS (Washington CT),Troy Alex
206,Antonio Senzatela\senzaan01,22.075,Apr 6,,1,COL,2.4,6-1,246,R,R,Jan 21 1995,Valencia Carabobo VE,Signed by the Colorado Rockies as an amateur free agent in 2011.,,,Antonio
207,Paul Sewald\sewalpa01,26.317,Apr 8,,1,NYM,-0.8,6-3,207,R,R,May 26 1990,Las Vegas NV US,Drafted by the New York Mets in the 10th round of the 2012 amateur draft. Player signed June 15 2012.,University of San Diego (San Diego CA),Bishop Gorman HS (Las Vegas NV),Paul Stanton
208,Kevin Shackelford\shackke01,28.083,Jun 29,May 19 2018,1,CIN,-0.2,6-5,210,R,R,Apr 7 1989,Charlotte NC US,Drafted by the Milwaukee Brewers in the 21st round of the 2010 amateur draft. Player signed June 17 2010.,Marshall University (Huntington WV),Providence HS (Charlotte NC),Kevin Russell
209,James Sherfy\sherfji01,25.236,Aug 20,,1,ARI,0.8,6-0,175,R,R,Dec 27 1991,Thousand Oaks CA US,Drafted by the Arizona Diamondbacks in the 10th round of the 2013 amateur draft. Player signed July 5 2013.,University of Oregon (Eugene OR),,James Harold
210,Ryan Sherriff\sherrry01,27.092,Aug 25,May 7 2018,1,STL,0.1,6-1,215,L,L,May 25 1990,Culver City CA US,Drafted by the St. Louis Cardinals in the 28th round of the 2011 amateur draft. Player signed June 11 2011.,West Los Angeles College (Culver City CA),Culver City HS (Culver City CA),Ryan Sebastian
211,Magneuris Sierra\sierrma01,21.030,May 7,,/98H7,STL,-1.2,5-11,178,L,L,Apr 7 1996,San Cristobal San Cristobal DO,Signed by the St. Louis Cardinals as an amateur free agent in 2012.,,,Magneuris
212,Lucas Sims\simslu01,23.083,Aug 1,,1,ATL,-0.2,6-2,225,R,R,May 10 1994,Lawrenceville GA US,Drafted by the Atlanta Braves in the 1st round (21st pick) of the 2012 amateur draft. Player signed June 7 2012.,,Brookwood HS (Snellville GA),Lucas Sundberg
213,Chance Sisco\siscoch01,22.190,Sep 2,,2/H,BAL,0.1,6-2,195,L,R,Feb 24 1995,Corona CA US,Drafted by the Baltimore Orioles in the 2nd round of the 2013 amateur draft. Player signed June 20 2013.,,Santiago HS (Corona CA),Chance Thomas Leo
214,Eric Skoglund\skogler01,24.216,May 30,,/1,KCR,-0.9,6-7,210,L,L,Oct 26 1992,Sarasota FL US,Drafted by the Kansas City Royals in the 3rd round of the 2014 amateur draft. Player signed June 8 2014.,University of Central Florida (Orlando FL),Sarasota HS (Sarasota FL),Eric L.
215,Dan Slania\slanida01,25.037,Jun 30,Jun 30 2017,/1,SFG,0.0,6-5,275,R,R,May 24 1992,Phoenix AZ US,Drafted by the San Francisco Giants in the 5th round of the 2013 amateur draft. Player signed June 20 2013.,University of Notre Dame (South Bend IN),Salpointe HS (Tucson AZ),Daniel Alexander
216,Austin Slater\slateau01,24.171,Jun 2,,7/9H58,SFG,0.7,6-2,197,R,R,Dec 13 1992,Jacksonville FL US,Drafted by the San Francisco Giants in the 8th round of the 2014 amateur draft. Player signed July 17 2014.,Stanford University (Palo Alto CA),The Bolles School (Jacksonville FL),Austin Thomas
217,Aaron Slegers\slegeaa01,24.347,Aug 17,,/1,MIN,-0.2,6-10,245,R,R,Sep 4 1992,Scottsdale AZ US,Drafted by the Minnesota Twins in the 5th round of the 2013 amateur draft. Player signed June 28 2013.,Indiana University Bloomington (Bloomington IN),,Aaron Allan
218,Caleb Smith\smithca03,25.354,Jul 17,,/1,NYY,2.1,6-2,205,R,L,Jul 28 1991,Huntsville TX US,Drafted by the New York Yankees in the 14th round of the 2013 amateur draft. Player signed June 11 2013.,Sam Houston State University (Huntsville TX),Huntsville HS (Huntsville TX),Caleb Anthony
219,Chris Smith\smithch10,28.312,Jun 27,Jul 28 2017,/1,TOR,0.0,6-2,205,R,R,Aug 19 1988,Louisville KY US,Signed as a Free Agent with the New York Yankees in 2013.,Kentucky Wesleyan College (Owensboro KY),Butler Traditional HS (Shively KY),Christopher Patrick
220,Dominic Smith\smithdo02,22.057,Aug 11,,3/H,NYM,-0.7,6-0,239,L,L,Jun 15 1995,Los Angeles CA US,Drafted by the New York Mets in the 1st round (11th pick) of the 2013 amateur draft. Player signed June 19 2013.,,Junipero Serra HS (Gardena CA),Dominic David Rene
221,Dwight Smith Jr.\smithdw02,24.204,May 18,,/7H89,TOR,-0.8,6-0,210,L,R,Oct 26 1992,Peachtree City GA US,Drafted by the Toronto Blue Jays in the 1st round (53rd pick) of the 2011 amateur draft. Player signed August 15 2011.,,McIntosh HS (Peachtree City GA) McIntosh HS (McIntosh GA),John Dwight
222,Tyler Smith\smithty01,25.336,Jun 2,Jun 20 2017,/64HD,SEA,0.2,6-0,195,R,R,Jul 1 1991,Long Beach CA US,Drafted by the Seattle Mariners in the 8th round of the 2013 amateur draft. Player signed June 23 2013.,Oregon State University (Corvallis OR),Thousand Oaks HS (Thousand Oaks CA),Tyler Douglas
223,Glenn Sparkman\sparkgl01,25.050,Jun 30,,/1,TOR,-0.3,6-2,210,R,R,May 11 1992,Victoria TX US,Drafted by the Kansas City Royals in the 20th round of the 2013 amateur draft. Player signed June 11 2013.,Wharton County Junior College (Wharton TX),Ganado HS (Ganado TX),Glenn Michael
224,Ryne Stanek\stanery01,25.292,May 14,,1,TBR,1.3,6-4,225,R,R,Jul 26 1991,St. Louis MO US,Drafted by the Tampa Bay Rays in the 1st round (29th pick) of the 2013 amateur draft. Player signed July 2 2013.,University of Arkansas (Fayetteville AR),Blue Valley HS (Stilwell KS),Ryne Thomas
225,Brock Stassi\stassbr01,27.239,Apr 3,Jul 18 2017,H3/7,PHI,-0.3,6-2,190,L,L,Aug 7 1989,Sacramento CA US,Drafted by the Philadelphia Phillies in the 33rd round of the 2011 amateur draft. Player signed June 11 2011.,University of Nevada Reno (Reno NV),Yuba City HS (Yuba City CA),Brock James
226,Drew Steckenrider\steckdr01,26.134,May 24,,1,MIA,0.6,6-5,215,R,R,Jan 10 1991,Atlanta GA US,Drafted by the Miami Marlins in the 8th round of the 2012 amateur draft. Player signed June 7 2012.,University of Tennessee (Knoxville TN),Greater Atlanta Christian School (Atlanta GA),Andrew Paul
227,Jackson Stephens\stephja01,23.051,Jul 1,Sep 30 2018,/1,CIN,-0.5,6-2,220,R,R,May 11 1994,Oxford AL US,Drafted by the Cincinnati Reds in the 18th round of the 2012 amateur draft.,,Oxford HS (Oxford AL),Jackson Tanner
228,Andrew Stevenson\stevean01,23.052,Jul 23,,H9/78,WSN,-0.5,6-0,192,L,L,Jun 1 1994,Lafayette LA US,Drafted by the Washington Nationals in the 2nd round of the 2015 amateur draft. Player signed June 25 2015.,Louisiana State University (Baton Rouge LA),St. Thomas More HS (Lafayette LA),Andrew Patrick
229,Travis Taijeron\taijetr01,28.218,Aug 26,Oct 1 2017,9H,NYM,-0.6,6-2,224,R,R,Jan 20 1989,La Mesa CA US,Drafted by the New York Mets in the 18th round of the 2011 amateur draft. Player signed June 15 2011.,California State Polytechnic University Pomona (Pomona CA),Granite Hills HS (El Cajon CA),Travis Nathaniel
230,Mike Tauchman\tauchmi01,26.206,Jun 27,,H/879,COL,3.0,6-2,220,L,L,Dec 3 1990,Palatine IL US,Drafted by the Colorado Rockies in the 10th round of the 2013 amateur draft. Player signed June 11 2013.,Bradley University (Peoria IL),Fremd HS (Palatine IL),Michael Robert
231,Ben Taylor\taylobe10,24.146,Apr 7,May 30 2018,1,BOS,-0.1,6-3,225,R,R,Nov 12 1992,Montgomery AL US,Drafted by the Boston Red Sox in the 7th round of the 2015 amateur draft. Player signed June 16 2015.,University of South Alabama (Mobile AL),,Benjamin Alan
232,Jesen Therrien\dygesje01,24.133,Jul 29,Sep 4 2017,1,PHI,-0.5,6-3,221,R,R,Mar 18 1993,Montreal QC CA,Drafted by the Philadelphia Phillies in the 17th round of the 2011 amateur draft. Player signed August 15 2011.,Ahuntsic College (Cap-Rouge QC),Polyvalente Edouard Montpetit (Montreal QC),Jesen
233,Luis Torrens\torrelu01,20.336,Apr 3,,2/H,SDP,-1.1,6-0,208,R,R,May 2 1996,Valencia Carabobo VE,Signed by the New York Yankees as an amateur free agent in 2012.,,,Luis Alfonso
234,Ramon Torres\torrera01,24.136,Jun 7,Jun 13 2018,45/6H,KCR,-0.1,5-11,190,B,R,Jan 22 1993,Moncion Santiago Rodriguez DO,Signed by the Kansas City Royals as an amateur free agent in 2009.,,,Ramon Alexander
235,Sam Travis\travisa01,23.270,May 24,,3H/D,BOS,-1.3,6-0,205,R,R,Aug 27 1993,Chicago IL US,Drafted by the Boston Red Sox in the 2nd round of the 2014 amateur draft. Player signed June 15 2014.,Indiana University Bloomington (Bloomington IN),Providence Catholic HS (New Lenox IL),Samuel John
236,Jen-Ho Tseng\tsengje01,22.346,Sep 14,May 8 2018,/1,CHC,-0.4,6-1,210,L,R,Oct 3 1994,Taipei TW,Signed by the Chicago Cubs as an amateur free agent in 2013.,,,Jen-Ho
237,Nik Turley\turleni01,27.273,Jun 11,Sep 28 2017,1,MIN,-0.9,6-4,235,L,L,Sep 11 1989,La Canada CA US,Drafted by the New York Yankees in the 50th round of the 2008 amateur draft. Player signed July 30 2008.,,Harvard-Westlake HS (Los Angeles CA),Nikolas Carlyle
238,Stuart Turner\turnest01,25.100,Apr 6,Sep 30 2017,2H,CIN,-1.2,6-2,220,R,R,Dec 27 1991,Eunice LA US,Drafted by the Minnesota Twins in the 3rd round of the 2013 amateur draft. Player signed June 12 2013.,University of Mississippi (Oxford MS),Eunice HS (Eunice LA),Randy Stuart
239,Richard Urena\urenari01,21.187,Sep 1,,6/4H,TOR,-0.2,6-0,195,B,R,Feb 26 1996,San Francisco de Macoris Duarte DO,Signed by the Toronto Blue Jays as an amateur free agent in 2012.,,,Richard
240,Breyvic Valera\valerbr01,25.240,Sep 5,,/4H,STL,-0.3,5-11,190,B,R,Jan 8 1992,Montalban Carabobo VE,Signed by the St. Louis Cardinals as an amateur free agent in 2010.,,,Breyvic Jose
241,Ildemaro Vargas\vargail01,25.348,Jun 29,,/H45,ARI,0.7,6-0,170,B,R,Jul 16 1991,Caripito Monagas VE,Signed by the St. Louis Cardinals as an amateur free agent in 2008.,,,Ildemaro Jose
242,Hector Velazquez\velazhe01,28.173,May 18,,/1,BOS,2.0,6-0,218,R,R,Nov 26 1988,Ciudad Obregon Sonora MX,Signed as a Free Agent with the Boston Red Sox in 2017.,,,Hector
243,Alex Verdugo\verdual01,21.109,Sep 1,,/H879,LAD,3.3,6-0,192,L,L,May 15 1996,Tucson AZ US,Drafted by the Los Angeles Dodgers in the 2nd round of the 2014 amateur draft. Player signed June 10 2014.,,Sahuaro HS (Tucson AZ),Alexander Brady
244,Thyago Vieira\vieirth01,24.044,Aug 14,,/1,SEA,-0.4,6-2,210,R,R,Jul 1 1993,Sao Paulo Sao Paulo BR,Signed by the Seattle Mariners as an amateur free agent in 2010.,,,Thyago da Silva
245,Christian Villanueva\villach01,26.091,Sep 18,Aug 21 2018,/5H,SDP,2.4,5-11,210,R,R,Jun 19 1991,Guadalajara Jalisco MX,Signed by the Texas Rangers as an amateur free agent in 2008.,,,Christian
246,Zach Vincej\vinceza01,26.123,Sep 1,Aug 1 2018,/H64,CIN,-0.1,6-0,190,R,R,May 1 1991,San Diego CA US,Drafted by the Cincinnati Reds in the 37th round of the 2012 amateur draft. Player signed July 13 2012.,Pepperdine University (Malibu CA),Saugus HS (Saugus CA),Zachary Laine
247,Luke Voit\voitlu01,26.132,Jun 25,,H3/D,STL,3.0,6-3,255,R,R,Feb 13 1991,Wildwood MO US,Drafted by the St. Louis Cardinals in the 22nd round of the 2013 amateur draft. Player signed June 13 2013.,Missouri State University (Springfield MO),Lafayette HS (Wildwood MO),Louis Linwood
248,Tyler Wade\wadety01,22.216,Jun 27,,4/H679D,NYY,-0.7,6-1,185,L,R,Nov 23 1994,Murrieta CA US,Drafted by the New York Yankees in the 4th round of the 2013 amateur draft. Player signed June 12 2013.,,Murrieta Valley HS (Murrieta CA),Tyler Dean
249,Bobby Wahl\wahlbo01,25.043,May 3,Aug 16 2018,/1,OAK,-0.3,6-2,210,R,R,Mar 21 1992,Alexandria VA US,Drafted by the Oakland Athletics in the 5th round of the 2013 amateur draft. Player signed June 17 2013.,University of Mississippi (Oxford MS),West Springfield HS (Springfield VA),Robert Martin
250,Chad Wallach\wallach01,25.296,Aug 27,,/2H3,CIN,0.1,6-3,246,R,R,Nov 4 1991,Yorba Linda CA US,Drafted by the Miami Marlins in the 5th round of the 2013 amateur draft. Player signed June 11 2013.,California State University Fullerton (Fullerton CA),Calvary Chapel HS (Murrieta CA),Chad Arthur
251,David Washington\washida01,26.206,Jun 14,Jun 19 2017,/9DH,BAL,-0.2,6-5,260,L,L,Nov 20 1990,San Diego CA US,Drafted by the St. Louis Cardinals in the 15th round of the 2009 amateur draft. Player signed June 12 2009.,,University City HS (San Diego CA),David Edward
252,Tyler Webb\webbty01,26.339,Jun 24,,/1,NYY,0.0,6-5,230,L,L,Jul 20 1990,Nassawadox VA US,Drafted by the New York Yankees in the 10th round of the 2013 amateur draft. Player signed June 15 2013.,University of South Carolina (Columbia SC),Northampton (Eastville VA),Jon Tyler
253,Jason Wheeler\wheelja01,26.215,May 30,May 31 2017,/1,MIN,-0.1,6-6,255,L,L,Oct 27 1990,Torrance CA US,Drafted by the Minnesota Twins in the 8th round of the 2011 amateur draft. Player signed August 15 2011.,Loyola Marymount University (Los Angeles CA),Torrance HS (Torrance CA),Jason McDonald
254,Aaron Wilkerson\wilkeaa01,28.114,Sep 15,,/1,MIL,-0.4,6-3,230,R,R,May 24 1989,Fort Worth TX US,Signed as a Free Agent with the Boston Red Sox in 2014.,Cumberland University (Lebanon TN),Midway HS (Waco TX),Aaron Daniel
255,Nick Williams\willini01,23.295,Jun 30,,987/HD,PHI,-1.8,6-3,208,L,L,Sep 8 1993,Galveston TX US,Drafted by the Texas Rangers in the 2nd round of the 2012 amateur draft. Player signed June 12 2012.,,Ball HS (Galveston TX),Billy Nicholas
256,Taylor Williams\willita01,26.047,Sep 6,,/1,MIL,-1.0,5-11,195,B,R,Jul 21 1991,Vancouver WA US,Drafted by the Milwaukee Brewers in the 4th round of the 2013 amateur draft. Player signed June 10 2013.,Kent State University (Kent OH),Camas HS (Camas WA),Taylor Grant
257,Jesse Winker\winkeje01,23.240,Apr 14,,9H/D7,CIN,1.1,6-3,215,L,L,Aug 17 1993,Buffalo NY US,Drafted by the Cincinnati Reds in the 1st round (49th pick) of the 2012 amateur draft. Player signed June 7 2012.,,Olympia HS (Orlando FL),Jesse
258,Hunter Wood\woodhu01,23.291,May 30,,/1,TBR,0.7,6-1,175,R,R,Aug 12 1993,Rogers AR US,Drafted by the Tampa Bay Rays in the 29th round of the 2013 amateur draft. Player signed June 13 2013.,Howard College (Big Spring TX),Rogers Heritage HS (Rogers AR),Hunter Blake
259,Brandon Woodruff\woodrbr01,24.175,Aug 4,,/1,MIL,4.5,6-4,243,L,R,Feb 10 1993,Tupelo MS US,Drafted by the Milwaukee Brewers in the 11th round of the 2014 amateur draft. Player signed June 11 2014.,Mississippi State University (Mississippi State MS),Wheeler HS (Wheeler MS),Brandon Kyle
260,Jimmy Yacabonis\yacabji01,25.082,Jun 11,,1,BAL,0.2,6-3,225,R,R,Mar 21 1992,Elizabeth NJ US,Drafted by the Baltimore Orioles in the 13th round of the 2013 amateur draft. Player signed June 14 2013.,St. Joseph's University (Philadelphia PA),Christian Brothers Academy (Lincroft NJ),James Allin
261,Mark Zagunis\zagunma01,24.137,Jun 22,,/9H,CHC,-0.1,6-0,215,R,R,Feb 5 1993,Willingboro NJ US,Drafted by the Chicago Cubs in the 3rd round of the 2014 amateur draft. Player signed June 21 2014.,Virginia Polytechnic Institute and State University (Blacksburg VA),Holy Cross HS (Delran NJ),Mark Raymond
262,Bradley Zimmer\zimmebr01,24.170,May 16,,8H,CLE,1.5,6-5,220,L,R,Nov 27 1992,San Francisco CA US,Drafted by the Cleveland Indians in the 1st round (21st pick) of the 2014 amateur draft. Player signed June 17 2014.,University of San Francisco (San Francisco CA),La Jolla HS (La Jolla CA),Bradley Clarke
